	INDEX	form	lemma	xpos	syllables	stress	phon	include
239257	239257	răfuielii	răfuială	Ncfsoy	ră.fu.ie.lii	răfui'elii	r @ f u j e l i j	True
177036	177036	microfoane	microfon	Ncfp-n	mi.cro.foa.ne	microfo'ane	m i k r o f o_X a n e	True
280384	280384	stâmpărau	stâmpăra	Vmii3p	stâm.pă.rau	stâmpăr'au	s t 1 m p @ r a w	True
3547	3547	țarigrădean	=	Ncms-n	ța.ri.gră.dean	țarigrăde'an	ts a r i g r @ d e_X a n	True
291646	291646	tiparnițe	tiparniță	Ncfp-n	ti.par.ni.țe	tip'arnițe	t i p a r n i ts e	True
39171	39171	atenției	atenție	Ncfsoy	a.ten.ți.ei	at'enției	a t e n ts i e j	True
287731	287731	talentului	talent	Ncmsoy	ta.len.tu.lui	tal'entului	t a l e n t u l u j	True
49369	49369	blindații	blindat	Ncmpry	blin.da.ții	blind'ații	b l i n d a ts i j	True
96651	96651	deprofesionalizeze	deprofesionaliza	Vmsp3	de.pro.fe.si.o.na.li.ze.ze	deprofesionaliz'eze	d e p r o f e s i o n a l i z e z e	True
156211	156211	interzici	interzice	Vmip2s	in.ter.zici	interz'ici	i n t e r z i tS	True
162206	162206	kilomoli	kilomol	Ncmp-n	ki.lo.moli	kilom'oli	k i l o m o l i_0	True
316250	316250	împuști	împușca	Vmip2s	îm.puști	împ'uști	1 m p u S t i_0	True
249505	249505	relatarăm	relata	Vmis1p	re.la.ta.răm	relat'arăm	r e l a t a r @ m	True
237775	237775	pungiți	pungi	Vmp--pm	pun.giți	pung'iți	p u n gZ i ts i_0	True
324702	324702	înjumătăți	=	Vmnp	în.ju.mă.tă.ți	înjumătăț'i	1 n Z u m @ t @ ts i_0	True
323914	323914	îngreunat	îngreuna	Vmp--sm	în.gre.u.nat	îngreun'at	1 n g r e u n a t	True
172375	172375	marcarea	marcare	Ncfsry	mar.ca.rea	marc'area	m a r k a r e_X a	True
178503	178503	minuțioșilor	minuțios	Afpmpoy	mi.nu.ți.o.și.lor	minuți'oșilor	m i n u ts i o S i l o r	True
59000	59000	caragialeștilor	caragialesc	Afp-poy	ca.ra.gia.leș.ti.lor	caragial'eștilor	k a r a gZ i a l e S t i l o r	True
2433	2433	ștampilați	ștampila	Vmip2p	ștam.pi.lați	ștampil'ați	S t a m p i l a ts i_0	True
36143	36143	arhitectonicul	arhitectonic	Afpmsry	ar.hi.tec.to.ni.cul	arhitect'onicul	a r h i t e k t o n i k u l	True
157949	157949	involuntarelor	involuntar	Afpfpoy	in.vo.lun.ta.re.lor	involunt'arelor	i n v o l u n t a r e l o r	True
154749	154749	interacționam	interacționa	Vmii1	in.te.rac.țio.nam	interacțion'am	i n t e r a k ts j o n a m	True
18908	18908	aburc	aburca	Vmip1s	a.burc	ab'urc	a b u r k	True
240786	240786	rătăciți	rătăci	Vmip2p	ră.tă.ciți	rătăc'iți	r @ t @ tS i ts i_0	True
290569	290569	ternă	tern	Afpfsrn	ter.nă	t'ernă	t e r n @	True
166573	166573	linx	=	Ncms-n	linx	linx	l i n ks	True
54916	54916	călțun	=	Ncms-n	căl.țun	călț'un	k @ l ts u n	True
255038	255038	rezemate	rezema	Vmp--pf	re.ze.ma.te	rezem'ate	r e z e m a t e	True
46966	46966	beliserăți	beli	Vmil2p	be.li.se.răți	bel'iserăți	b e l i s e r @ ts i_0	True
108058	108058	diversul	divers	Afpmsry	di.ver.sul	div'ersul	d i v e r s u l	True
185937	185937	nărtoasei	nărtos	Afpfsoy	năr.toa.sei	nărto'asei	n @ r t o_X a s e j	True
292207	292207	tocii	toci	Vmis1s	to.cii	toc'ii	t o tS i j	True
301492	301492	uralele	ura	Ncfpry	u.ra.le.le	ur'alele	u r a l e l e	True
48122	48122	binefaceri	binefacere	Ncfp-n	bi.ne.fa.ceri	binef'aceri	b i n e f a tS e r i_0	True
195863	195863	nemernici	nemernic	Afpmp-n	ne.mer.nici	nem'ernici	n e m e r n i tS	True
174765	174765	megieșească	megieși	Vmsp3	me.gi.e.șeas.că	megieșe'ască	m e gZ i e S e_X a s k @	True
186414	186414	naționalistul	naționalist	Afpmsry	na.ți.o.na.lis.tul	național'istul	n a ts i o n a l i s t u l	True
84133	84133	cromozomiali	cromozomial	Afpmp-n	cro.mo.zo.mi.ali	cromozomi'ali	k r o m o z o m i a l i_0	True
175835	175835	mesianicelor	mesianic	Afpfpoy	me.si.a.ni.ce.lor	mesi'anicelor	m e s i a n i tS e l o r	True
273040	273040	solidarității	solidaritate	Ncfsoy	so.li.da.ri.tă.ții	solidarit'ății	s o l i d a r i t @ ts i j	True
238055	238055	purtătoarele	purtător	Afpfpry	pur.tă.toa.re.le	purtăto'arele	p u r t @ t o_X a r e l e	True
198335	198335	neschingiuind	schingiui	Vmg	ne.schin.giu.ind	neschingiu'ind	n e s k_j i n gZ u i n d	True
225988	225988	potabile	potabil	Afpfp-n	po.ta.bi.le	pot'abile	p o t a b i l e	True
86735	86735	curățatului	curățat	Ncmsoy	cu.ră.ța.tu.lui	curăț'atului	k u r @ ts a t u l u j	True
39973	39973	atrofiate	atrofia	Vmp--pf	a.tro.fi.a.te	atrofi'ate	a t r o f i a t e	True
100538	100538	detecției	detecție	Ncfsoy	de.tec.ți.ei	det'ecției	d e t e k ts i e j	True
233136	233136	proclamez	proclama	Vmip1s	pro.cla.mez	proclam'ez	p r o k l a m e z	True
239444	239444	rănit	=	Afpms-n	ră.nit	răn'it	r @ n i t	True
135380	135380	generări	generare	Ncfson	ge.ne.rări	gener'ări	gZ e n e r @ r i_0	True
226525	226525	poziționau	poziționa	Vmii3p	po.zi.țio.nau	pozițion'au	p o z i ts j o n a w	True
60072	60072	catafalcul	catafalc	Ncmsry	ca.ta.fal.cul	cataf'alcul	k a t a f a l k u l	True
47796	47796	bifurca	=	Vmii3s	bi.fur.ca	bifurc'a	b i f u r k a	True
30448	30448	androginele	androgin	Afpfpry	an.dro.gi.ne.le	androg'inele	a n d r o gZ i n e l e	True
324194	324194	îngropați	îngropa	Vmp--pm	în.gro.pați	îngrop'ați	1 n g r o p a ts i_0	True
134888	134888	gardați	garda	Vmip2p	gar.dați	gard'ați	g a r d a ts i_0	True
274102	274102	spanco	spancă	Ncfsvy	span.co	sp'anco	s p a n k o	True
208571	208571	osoasa	osos	Afpfsry	o.soa.sa	oso'asa	o s o_X a s a	True
211849	211849	panglicile	panglică	Ncfpry	pan.gli.ci.le	p'anglicile	p a n g l i tS i l e	True
204313	204313	ocolite	ocolit	Afpfp-n	o.co.li.te	ocol'ite	o k o l i t e	True
305930	305930	vezicalul	vezical	Afpmsry	ve.zi.ca.lul	vezic'alul	v e z i k a l u l	True
86260	86260	cumulai	cumula	Vmis1s	cu.mu.lai	cumul'ai	k u m u l a j	True
235746	235746	protoioduri	protoiodură	Ncfson	pro.to.io.duri	protoiod'uri	p r o t o j o d u r i_0	True
147494	147494	implementeze	implementa	Vmsp3	im.ple.men.te.ze	implement'eze	i m p l e m e n t e z e	True
285067	285067	supremă	suprem	Afpfsrn	su.pre.mă	supr'emă	s u p r e m @	True
31545	31545	antepronunțai	antepronunța	Vmii2s	an.te.pro.nun.țai	antepronunț'ai	a n t e p r o n u n ts a j	True
272574	272574	sociolingviști	sociolingvist	Afpmp-n	so.ci.o.lin.gviști	sociolingv'iști	s o tS i o l i n g v i S t i_0	True
109432	109432	domolim	domoli	Vmip1p	do.mo.lim	domol'im	d o m o l i m	True
245502	245502	recondiționasem	recondiționa	Vmil1	re.con.di.ți.o.na.sem	recondițion'asem	r e k o n d i ts i o n a s e m	True
71497	71497	comită	comite	Vmsp3	co.mi.tă	com'ită	k o m i t @	True
20936	20936	actualizărilor	actualizare	Ncfpoy	ac.tu.a.li.ză.ri.lor	actualiz'ărilor	a k t u a l i z @ r i l o r	True
232176	232176	pristăveai	pristăvi	Vmii2s	pris.tă.veai	pristăve'ai	p r i s t @ v e_X a j	True
109636	109636	dorinței	dorință	Ncfsoy	do.rin.ței	dor'inței	d o r i n ts e j	True
104828	104828	dificile	dificil	Afpfp-n	di.fi.ci.le	dific'ile	d i f i tS i l e	True
277444	277444	sterilizând	steriliza	Vmg	ste.ri.li.zând	steriliz'ând	s t e r i l i z 1 n d	True
84703	84703	crâncenei	crâncen	Afpfsoy	crân.ce.nei	cr'âncenei	k r 1 n tS e n e j	True
254523	254523	reversibilului	reversibil	Afpmsoy	re.ver.si.bi.lu.lui	revers'ibilului	r e v e r s i b i l u l u j	True
57930	57930	candidați	candidat	Afpmp-n	can.di.dați	candid'ați	k a n d i d a ts i_0	True
178791	178791	mirai	mira	Vmis1s	mi.rai	mir'ai	m i r a j	True
100235	100235	destructurații	destructurat	Afpmpry	des.truc.tu.ra.ții	destructur'ații	d e s t r u k t u r a ts i j	True
109270	109270	dominau	domina	Vmii3p	do.mi.nau	domin'au	d o m i n a w	True
261930	261930	satisfacere	=	Ncfsrn	sa.tis.fa.ce.re	satisf'acere	s a t i s f a tS e r e	True
146280	146280	ileană	=	Ncfsrn	i.lea.nă	ile'ană	i l e_X a n @	True
3553	3553	țarigrădence	țarigrădeancă	Ncfson	ța.ri.gră.den.ce	țarigrăd'ence	ts a r i g r @ d e n tS e	True
279457	279457	striptisurile	striptis	Ncfpry	strip.ti.su.ri.le	str'iptisurile	s t r i p t i s u r i l e	True
257635	257635	românim	români	Vmip1p	ro.mâ.nim	român'im	r o m 1 n i m	True
280462	280462	stânjeni	=	Vmis3s	stân.je.ni	stânjen'i	s t 1 n Z e n i	True
248904	248904	regânditei	regândit	Afpfsoy	re.gân.di.tei	regând'itei	r e g 1 n d i t e j	True
326742	326742	înserați	însera	Vmii2p	în.se.rați	înser'ați	1 n s e r a ts i_0	True
99873	99873	destăinuiși	destăinui	Vmis2s	des.tăi.nu.iși	destăinu'iși	d e s t @ j n u i S i_0	True
128861	128861	fluctuanți	fluctuant	Afpmp-n	fluc.tu.anți	fluctu'anți	f l u k t u a n ts i_0	True
249525	249525	relatată	relata	Vmp--sf	re.la.ta.tă	relat'ată	r e l a t a t @	True
217247	217247	perpendicularilor	perpendicular	Afpmpoy	per.pen.di.cu.la.ri.lor	perpendicul'arilor	p e r p e n d i k u l a r i l o r	True
288205	288205	tasa	=	Vmii3s	ta.sa	tas'a	t a s a	True
288353	288353	tatuații	tatuat	Afpmpry	ta.tu.a.ții	tatu'ații	t a t u a ts i j	True
130833	130833	fracturară	fractura	Vmis3p	frac.tu.ra.ră	fractur'ară	f r a k t u r a r @	True
300755	300755	undați	unda	Vmp--pm	un.dați	und'ați	u n d a ts i_0	True
149031	149031	inch	=	Ncm--n	inch	inch	i n tS	True
209586	209586	păcătoșeniilor	păcătoșenie	Ncfpoy	pă.că.to.șe.ni.i.lor	păcătoș'eniilor	p @ k @ t o S e n i i l o r	True
87518	87518	cutii	cutie	Ncfson	cu.tii	cut'ii	k u t i j	True
131834	131834	frigea	frige	Vmii3s	fri.gea	frige'a	f r i gZ a	True
100712	100712	deterioratului	deteriorat	Afpmsoy	de.te.ri.o.ra.tu.lui	deterior'atului	d e t e r i o r a t u l u j	True
109311	109311	domnești	domnesc	Afpfsoy	dom.nești	domn'ești	d o m n e S t i_0	True
169384	169384	mărgele	mărgică	Ncfson	măr.ge.le	mărg'ele	m @ r gZ e l e	True
49761	49761	bobornicii	bobornic	Ncmpry	bo.bor.ni.cii	bob'ornicii	b o b o r n i tS i j	True
138448	138448	gramaticalei	gramatical	Afpfsoy	gra.ma.ti.ca.lei	gramatic'alei	g r a m a t i k a l e j	True
97032	97032	deroba	=	Vmnp	de.ro.ba	derob'a	d e r o b a	True
144221	144221	hrișcarului	hrișcar	Ncmsoy	hriș.ca.ru.lui	hrișc'arului	h r i S k a r u l u j	True
1918	1918	șomoioagelor	șomoiog	Ncfpoy	șo.mo.ioa.ge.lor	șomoio'agelor	S o m o j o_X a gZ e l o r	True
281412	281412	subordin	=	Ncms-n	su.bor.din	sub'ordin	s u b o r d i n	True
52687	52687	bucură	bucura	Vmm-2s	bu.cu.ră	b'ucură	b u k u r @	True
113482	113482	editorialiști	editorialist	Ncmp-n	e.di.to.ria.liști	editorial'iști	e d i t o r j a l i S t i_0	True
250704	250704	renumit	=	Afpms-n	re.nu.mit	renum'it	r e n u m i t	True
330619	330619	înzestrat	=	Afpms-n	în.zes.trat	înzestr'at	1 n z e s t r a t	True
160021	160021	izbândirăți	izbândi	Vmis2p	iz.bân.di.răți	izbând'irăți	i z b 1 n d i r @ ts i_0	True
35136	35136	arabe	arab	Afpfp-n	a.ra.be	ar'abe	a r a b e	True
136635	136635	ghiorțăise	ghiorțăi	Vmil3s	ghior.ță.i.se	ghiorță'ise	g_j o r ts @ i s e	True
150904	150904	inermului	inerm	Afpmsoy	i.ner.mu.lui	in'ermului	i n e r m u l u j	True
44042	44042	băind	băi	Vmg	bă.ind	bă'ind	b @ i n d	True
148412	148412	imputați	imputa	Vmii2p	im.pu.tați	imput'ați	i m p u t a ts i_0	True
37716	37716	asentimentele	asentiment	Ncfpry	a.sen.ti.men.te.le	asentim'entele	a s e n t i m e n t e l e	True
266995	266995	sensibilizare	=	Ncfsrn	sen.si.bi.li.za.re	sensibiliz'are	s e n s i b i l i z a r e	True
54785	54785	călătoreau	călători	Vmii3p	că.lă.to.reau	călătore'au	k @ l @ t o r e_X a w	True
226486	226486	poziționala	pozițional	Afpfsry	po.zi.țio.na.la	pozițion'ala	p o z i ts j o n a l a	True
255647	255647	reînșurubate	reînșuruba	Vmp--pf	re.în.șu.ru.ba.te	reînșurub'ate	r e 1 n S u r u b a t e	True
81792	81792	costume	costum	Ncfp-n	cos.tu.me	cost'ume	k o s t u m e	True
261678	261678	sarafanul	sarafan	Ncmsry	sa.ra.fa.nul	saraf'anul	s a r a f a n u l	True
307461	307461	viruși	virus	Ncmp-n	vi.ruși	v'iruși	v i r u S i_0	True
155806	155806	interpelând	interpela	Vmg	in.ter.pe.lând	interpel'ând	i n t e r p e l 1 n d	True
46026	46026	baricadatului	baricadat	Afpmsoy	ba.ri.ca.da.tu.lui	baricad'atului	b a r i k a d a t u l u j	True
63531	63531	chiare	chiar	Afpfp-n	chia.re	chi'are	k_j a r e	True
49061	49061	blamă	blama	Vmis3s	bla.mă	blam'ă	b l a m @	True
153146	153146	insinuarăți	insinua	Vmis2p	in.si.nu.a.răți	insinu'arăți	i n s i n u a r @ ts i_0	True
321362	321362	îndrăznitorul	îndrăznitor	Afpmsry	în.drăz.ni.to.rul	îndrăznit'orul	1 n d r @ z n i t o r u l	True
136938	136938	gingășiilor	gingășie	Ncfpoy	gin.gă.și.i.lor	gingăș'iilor	gZ i n g @ S i i l o r	True
307694	307694	vitralii	vitraliu	Ncfp-n	vi.tra.lii	vitr'alii	v i t r a l i j	True
289420	289420	temperaseși	tempera	Vmil2s	tem.pe.ra.seși	temper'aseși	t e m p e r a s e S i_0	True
282967	282967	suii	sui	Vmis1s	su.ii	su'ii	s u i j	True
196034	196034	nemușcând	mușca	Vmg	ne.muș.când	nemușc'ând	n e m u S k 1 n d	True
316817	316817	înșfăcarăm	înșfăca	Vmis1p	în.șfă.ca.răm	înșfăc'arăm	1 n S f @ k a r @ m	True
215649	215649	penați	pena	Vmp--pm	pe.nați	pen'ați	p e n a ts i_0	True
167937	167937	lua	=	Vmii3s	lu.a	lu'a	l u a	True
258584	258584	rula	=	Vmnp	ru.la	rul'a	r u l a	True
115455	115455	emigraseți	emigra	Vmil2p	e.mi.gra.seți	emigr'aseți	e m i g r a s e ts i_0	True
82482	82482	crăpam	crăpa	Vmii1	cră.pam	crăp'am	k r @ p a m	True
3963	3963	țintitei	țintit	Afpfsoy	țin.ti.tei	țint'itei	ts i n t i t e j	True
309974	309974	vâslim	vâsli	Vmip1p	vâs.lim	vâsl'im	v 1 s l i m	True
65271	65271	cioance	cioancă	Ncfson	cioan.ce	cio'ance	tS o_X a n tS e	True
129073	129073	fluvial	=	Afpms-n	flu.vi.al	fluvi'al	f l u v i a l	True
63575	63575	chibzuiască	chibzui	Vmsp3	chib.zu.ias.că	chibzui'ască	k_j i b z u j a s k @	True
306960	306960	vino	vină	Ncfsvy	vi.no	v'ino	v i n o	True
168891	168891	măcelari	măcelar	Ncmp-n	mă.ce.lari	măcel'ari	m @ tS e l a r i_0	True
166235	166235	limpezisem	limpezi	Vmil1	lim.pe.zi.sem	limpez'isem	l i m p e z i s e m	True
298358	298358	turmentatul	turmentat	Afpmsry	tur.men.ta.tul	turment'atul	t u r m e n t a t u l	True
100841	100841	detestați	detesta	Vmm-2p	de.tes.tați	detest'ați	d e t e s t a ts i_0	True
309353	309353	vulnerabilităților	vulnerabilitate	Ncfpoy	vul.ne.ra.bi.li.tă.ți.lor	vulnerabilit'ăților	v u l n e r a b i l i t @ ts i l o r	True
160022	160022	izbândise	izbândi	Vmil3s	iz.bân.di.se	izbând'ise	i z b 1 n d i s e	True
118197	118197	etnografiei	etnografie	Ncfsoy	et.no.gra.fi.ei	etnograf'iei	e t n o g r a f i e j	True
179162	179162	miting	=	Ncms-n	mi.ting	m'iting	m i t i n g	True
117094	117094	eroare	=	Ncfsrn	e.roa.re	ero'are	e r o_X a r e	True
245568	245568	reconfirmata	reconfirmat	Afpfsry	re.con.fir.ma.ta	reconfirm'ata	r e k o n f i r m a t a	True
177108	177108	microscopici	microscopic	Afpmp-n	mi.cro.sco.pici	microsc'opici	m i k r o s k o p i tS	True
267042	267042	sensibilul	sensibil	Afpmsry	sen.si.bi.lul	sens'ibilul	s e n s i b i l u l	True
326444	326444	înscăunăm	înscăuna	Vmip1p	în.scă.u.năm	înscăun'ăm	1 n s k @ u n @ m	True
293970	293970	transcriem	transcrie	Vmip1p	tran.scri.em	transcr'iem	t r a n s k r i e m	True
286041	286041	suspinat	suspina	Vmp--sm	sus.pi.nat	suspin'at	s u s p i n a t	True
180338	180338	moderni	modern	Afpmp-n	mo.derni	mod'erni	m o d e r n i_0	True
312982	312982	zmângălituri	zmângălitură	Ncfson	zmân.gă.li.turi	zmângălit'uri	z m 1 n g @ l i t u r i_0	True
40659	40659	autentificate	autentifica	Vmp--pf	a.u.ten.ti.fi.ca.te	autentific'ate	a u t e n t i f i k a t e	True
171992	171992	manipulați	manipulat	Afpmp-n	ma.ni.pu.lați	manipul'ați	m a n i p u l a ts i_0	True
200127	200127	neînșfăcând	înșfăca	Vmg	ne.în.șfă.când	neînșfăc'ând	n e 1 n S f @ k 1 n d	True
233775	233775	profilaxiei	profilaxie	Ncfsoy	pro.fi.la.xi.ei	profilax'iei	p r o f i l a ks i e j	True
38717	38717	astronomia	astronomie	Ncfsry	as.tro.no.mi.a	astronom'ia	a s t r o n o m i a	True
22679	22679	adorați	adora	Vmp--pm	a.do.rați	ador'ați	a d o r a ts i_0	True
232553	232553	privitul	privit	Ncmsry	pri.vi.tul	priv'itul	p r i v i t u l	True
246689	246689	redescopere	redescoperi	Vmsp3	re.des.co.pe.re	redesc'opere	r e d e s k o p e r e	True
161258	161258	jubilează	jubila	Vmip3	ju.bi.lea.ză	jubile'ază	Z u b i l e_X a z @	True
131526	131526	frecarea	frecare	Ncfsry	fre.ca.rea	frec'area	f r e k a r e_X a	True
177572	177572	milimetricului	milimetric	Afpmsoy	mi.li.me.tri.cu.lui	milim'etricului	m i l i m e t r i k u l u j	True
43727	43727	bășcălioasă	bășcălios	Afpfsrn	băș.că.lioa.să	bășcălio'asă	b @ S k @ l j o_X a s @	True
289211	289211	televorbitori	televorbitor	Ncmp-n	te.le.vor.bi.tori	televorbit'ori	t e l e v o r b i t o r i_0	True
197146	197146	nepopularizând	populariza	Vmg	ne.po.pu.la.ri.zând	nepopulariz'ând	n e p o p u l a r i z 1 n d	True
234159	234159	progresivului	progresiv	Afpmsoy	pro.gre.si.vu.lui	progres'ivului	p r o g r e s i v u l u j	True
57803	57803	cancelarii	cancelarie	Ncfp-n	can.ce.la.rii	cancel'arii	k a n tS e l a r i j	True
271188	271188	slăbirăm	slăbi	Vmis1p	slă.bi.răm	slăb'irăm	s l @ b i r @ m	True
91055	91055	decembristei	decembristă	Ncfsoy	de.cem.bris.tei	decembr'istei	d e tS e m b r i s t e j	True
51962	51962	bronhopulmonarul	bronhopulmonar	Afpmsry	bron.ho.pul.mo.na.rul	bronhopulmon'arul	b r o n h o p u l m o n a r u l	True
228504	228504	prefer	prefera	Vmip1s	pre.fer	pref'er	p r e f e r	True
94769	94769	demobilizași	demobiliza	Vmis2s	de.mo.bi.li.zași	demobiliz'ași	d e m o b i l i z a S i_0	True
283540	283540	superfluului	superfluu	Afpmsoy	su.per.flu.u.lui	superfl'uului	s u p e r f l u u l u j	True
94803	94803	democrate	democrată	Ncfp-n	de.mo.cra.te	democr'ate	d e m o k r a t e	True
193310	193310	nemaieradicând	eradica	Vmg	ne.mai.e.ra.di.când	nemaieradic'ând	n e m a j e r a d i k 1 n d	True
277373	277373	stereotip	=	Afpms-n	ste.re.o.tip	stereot'ip	s t e r e o t i p	True
123366	123366	fașa	fașă	Ncfsry	fa.șa	f'așa	f a S a	True
104969	104969	digerată	digerat	Afpfsrn	di.ge.ra.tă	diger'ată	d i gZ e r a t @	True
146292	146292	ilegalist	=	Ncms-n	i.le.ga.list	ilegal'ist	i l e g a l i s t	True
158512	158512	irevocabilul	irevocabil	Afpmsry	i.re.vo.ca.bi.lul	irevoc'abilul	i r e v o k a b i l u l	True
313558	313558	zâmbetului	zâmbet	Ncmsoy	zâm.be.tu.lui	z'âmbetului	z 1 m b e t u l u j	True
327016	327016	înspumegaseți	înspumega	Vmil2p	îns.pu.me.ga.seți	înspumeg'aseți	1 n s p u m e g a s e ts i_0	True
140557	140557	gârbove	gârbov	Afpfp-n	gâr.bo.ve	g'ârbove	g 1 r b o v e	True
145342	145342	idealizate	idealizat	Afpfson	i.de.a.li.za.te	idealiz'ate	i d e a l i z a t e	True
27901	27901	amabilă	amabil	Afpfsrn	a.ma.bi.lă	am'abilă	a m a b i l @	True
68369	68369	clujenii	clujean	Ncmpry	clu.je.nii	cluj'enii	k l u Z e n i j	True
205236	205236	ofurile	of	Ncfpry	o.fu.ri.le	'ofurile	o f u r i l e	True
203332	203332	obligatei	obligată	Ncfsoy	o.bli.ga.tei	oblig'atei	o b l i g a t e j	True
62484	62484	cergile	cergă	Ncfpry	cer.gi.le	c'ergile	tS e r gZ i l e	True
300047	300047	uluitoarelor	uluitor	Afpfpoy	u.lu.i.toa.re.lor	uluito'arelor	u l u i t o_X a r e l o r	True
116992	116992	ergosteroli	ergosterol	Ncmp-n	er.go.ste.roli	ergoster'oli	e r g o s t e r o l i_0	True
77282	77282	consultatelor	consultat	Afpfpoy	con.sul.ta.te.lor	consult'atelor	k o n s u l t a t e l o r	True
146522	146522	ilustrative	ilustrativ	Afpfp-n	i.lus.tra.ti.ve	ilustrat'ive	i l u s t r a t i v e	True
99925	99925	destabilizeze	destabiliza	Vmsp3	des.ta.bi.li.ze.ze	destabiliz'eze	d e s t a b i l i z e z e	True
62398	62398	cerebrală	cerebral	Afpfsrn	ce.re.bra.lă	cerebr'ală	tS e r e b r a l @	True
153847	153847	instruiam	instrui	Vmii1	in.stru.iam	instrui'am	i n s t r u j a m	True
36852	36852	articulați	articulat	Ncmp-n	ar.ti.cu.lați	articul'ați	a r t i k u l a ts i_0	True
176662	176662	mișmașurilor	mișmaș	Ncfpoy	miș.ma.șu.ri.lor	mișm'așurilor	m i S m a S u r i l o r	True
87957	87957	câștigasem	câștiga	Vmil1	câș.ti.ga.sem	câștig'asem	k 1 S t i g a s e m	True
171586	171586	manelist	=	Afpms-n	ma.ne.list	manel'ist	m a n e l i s t	True
38431	38431	asortam	asorta	Vmii1	a.sor.tam	asort'am	a s o r t a m	True
219226	219226	pierzătoare	pierzător	Afpf--n	pier.ză.toa.re	pierzăto'are	p j e r z @ t o_X a r e	True
178453	178453	mintalule	mintal	Afpmsvy	min.ta.lu.le	mint'alule	m i n t a l u l e	True
144959	144959	ițeați	iți	Vmii2p	i.țeați	ițe'ați	i ts e_X a ts i_0	True
126759	126759	fildeși	fildeș	Ncmp-n	fil.deși	f'ildeși	f i l d e S i_0	True
125573	125573	ferega	feregă	Ncfsry	fe.re.ga	f'erega	f e r e g a	True
330554	330554	înzeceați	înzeci	Vmii2p	în.ze.ceați	înzece'ați	1 n z e tS a ts i_0	True
25426	25426	alăpta	=	Vmii3s	a.lăp.ta	alăpt'a	a l @ p t a	True
77677	77677	contaminând	contamina	Vmg	con.ta.mi.nând	contamin'ând	k o n t a m i n 1 n d	True
58670	58670	captivai	captiva	Vmii2s	cap.ti.vai	captiv'ai	k a p t i v a j	True
127762	127762	fisurări	fisurare	Ncfp-n	fi.su.rări	fisur'ări	f i s u r @ r i_0	True
145026	145026	iactantă	iactant	Afpfsrn	iac.tan.tă	iact'antă	j a k t a n t @	True
98135	98135	descriați	descrie	Vmii2p	de.scri.ați	descri'ați	d e s k r i a ts i_0	True
221473	221473	plecau	pleca	Vmii3p	ple.cau	plec'au	p l e k a w	True
105966	105966	disciplinare	disciplinar	Afpfson	dis.ci.pli.na.re	disciplin'are	d i s tS i p l i n a r e	True
318142	318142	încasai	încasa	Vmii2s	în.ca.sai	încas'ai	1 n k a s a j	True
30532	30532	anesteziată	anestezia	Vmp--sf	a.nes.te.zi.a.tă	anestezi'ată	a n e s t e z i a t @	True
34323	34323	apreciat	=	Afpms-n	a.pre.ci.at	apreci'at	a p r e tS i a t	True
266511	266511	semiluna	semilună	Ncfsry	se.mi.lu.na	semil'una	s e m i l u n a	True
263782	263782	scremuserăm	screme	Vmil1p	scre.mu.se.răm	screm'userăm	s k r e m u s e r @ m	True
325535	325535	înnegrisem	înnegri	Vmil1	în.ne.gri.sem	înnegr'isem	1 n n e g r i s e m	True
221289	221289	platnică	platnic	Afpfsrn	plat.ni.că	pl'atnică	p l a t n i k @	True
192646	192646	nemaicomercializând	comercializa	Vmg	ne.mai.co.mer.ci.a.li.zând	nemaicomercializ'ând	n e m a j k o m e r tS i a l i z 1 n d	True
138580	138580	gratiilor	gratie	Ncfpoy	gra.ti.i.lor	gr'atiilor	g r a t i i l o r	True
2704	2704	știrbenia	știrbenie	Ncfsry	știr.be.ni.a	știrb'enia	S t i r b e n i a	True
60590	60590	cauterizați	cauteriza	Vmii2p	ca.u.te.ri.zați	cauteriz'ați	k a u t e r i z a ts i_0	True
307114	307114	violentate	violenta	Vmp--pf	vi.o.len.ta.te	violent'ate	v i o l e n t a t e	True
270084	270084	simultanii	simultan	Afpmpry	si.mul.ta.nii	simult'anii	s i m u l t a n i j	True
170622	170622	maghiarizaților	maghiarizat	Afpmpoy	ma.ghia.ri.za.ți.lor	maghiariz'aților	m a g_j a r i z a ts i l o r	True
88528	88528	cârâirăți	cârâi	Vmis2p	câ.râ.i.răți	cârâ'irăți	k 1 r 1 i r @ ts i_0	True
